gps:true;id=latitude,type=0;id=longitude,type=0;id=speed,type=1;id=time,type=0;id=altitude,type=0;id=accuracy,type=0
cmdDesc:010D=Vehicle speed (Speed);UnitType=MPH;Unit=1
1558062181599;010D;0.0
1558062182040;010D;0.0
1558062182205;gps;43.551128333333324:-96.71138833333335:0.0:1558062183000:448.9:0.8:0.0
1558062182437;010D;0.0
1558062182683;010D;0.0
1558062183139;010D;0.0
1558062183140;gps;43.551128333333324:-96.71138833333335:0.0:1558062184000:448.9:0.8:0.0
1558062183361;010D;0.0
1558062183666;010D;0.0
1558062183886;010D;0.0
1558062184193;010D;0.0
1558062184194;gps;43.551128333333324:-96.71138833333335:0.0:1558062185000:448.9:0.8:0.0
1558062184462;010D;0.0
1558062184691;010D;0.0
1558062185000;010D;0.0
1558062185169;gps;43.551128333333324:-96.71138833333335:0.0:1558062186000:448.9:0.8:0.0
1558062185332;010D;0.0
1558062185616;010D;0.0
1558062185863;010D;0.0
1558062186031;gps;43.551128333333324:-96.71138833333335:0.0:1558062187000:448.9:0.8:0.0
1558062186242;010D;0.0
1558062186504;010D;0.0
1558062186700;010D;0.0
1558062187016;010D;0.0
1558062187221;gps;43.551128333333324:-96.71138833333335:0.0:1558062188000:448.9:0.8:0.0
1558062187416;010D;1.0
1558062187715;010D;3.0
1558062188165;010D;6.0
1558062188193;gps;43.551128333333324:-96.71138833333335:0.0:1558062189000:448.9:0.8:0.0
1558062188359;010D;9.0
1558062188608;010D;10.0
1558062188971;010D;12.0
1558062189221;gps;43.551140000000004:-96.71138833333335:1.2972741:1558062190000:447.9:1.0:2.8546495
1558062189340;010D;14.0
1558062189888;010D;15.0
1558062190170;gps;43.55117166666667:-96.71139666666667:3.5846446:1558062191000:447.9:1.1:4.0663056
1558062190283;010D;17.0
1558062190517;010D;17.0
1558062190800;010D;18.0
1558062191120;010D;18.0
1558062191120;gps;43.551210000000005:-96.71142:4.658826:1558062192000:447.9:1.3:4.741621
1558062191366;010D;19.0
1558062191698;010D;19.0
1558062191963;010D;20.0
1558062192117;gps;43.551245:-96.71146333333333:5.2289405:1558062193000:448.0:1.5:5.3036976
1558062192363;010D;20.0
1558062192748;010D;21.0
1558062192910;010D;22.0
1558062193062;gps;43.551264999999994:-96.71152500000001:5.4445815:1558062194000:448.0:1.7:5.532749
1558062193255;010D;23.0
1558062193568;010D;25.0
1558062193765;010D;26.0
1558062193998;010D;27.0
1558062194110;gps;43.551273333333334:-96.7116:6.114824:1558062195000:448.1:1.8:6.622416
1558062194242;010D;28.0
1558062194461;010D;29.0
1558062194712;010D;30.0
1558062194954;010D;31.0
1558062195055;gps;43.55128:-96.71169499999999:7.6917996:1558062196000:448.3:1.8:7.972018
1558062195149;010D;31.0
1558062195375;010D;32.0
1558062195640;010D;32.0
1558062195932;010D;33.0
1558062196183;010D;33.0
1558062196184;gps;43.55128500000001:-96.71180333333332:8.748204:1558062197000:448.4:1.8:8.948446
1558062196477;010D;34.0
1558062196745;010D;34.0
1558062196971;010D;35.0
1558062197084;gps;43.55128666666666:-96.71192666666666:9.941088:1558062198000:448.5:1.8:9.942374
1558062197272;010D;35.0
1558062197531;010D;35.0
1558062197808;010D;35.0
1558062198023;010D;36.0
1558062198123;gps;43.55129:-96.71205:9.946268:1558062199000:448.5:1.9:9.822959
1558062198234;010D;36.0
1558062198725;010D;36.0
1558062199078;010D;36.0
1558062199080;gps;43.55129333333333:-96.71217666666668:10.214717:1558062200000:448.5:1.9:9.964507
1558062199361;010D;36.0
1558062199754;010D;36.0
1558062200086;010D;37.0
1558062200106;gps;43.55129333333333:-96.71230333333332:10.20799:1558062201000:448.5:1.9:9.974287
1558062200559;010D;36.0
1558062200937;010D;36.0
1558062201100;gps;43.55128833333333:-96.71243833333334:10.893765:1558062202000:448.3:1.9:10.243487
1558062201212;010D;36.0
1558062201465;010D;36.0
1558062201708;010D;36.0
1558062201976;010D;36.0
1558062202074;gps;43.55128833333333:-96.71256833333334:10.476623:1558062203000:448.1:1.9:10.160617
1558062202230;010D;36.0
1558062202421;010D;36.0
1558062202801;010D;37.0
1558062203044;010D;37.0
1558062203046;gps;43.55128333333334:-96.71270000000001:10.625494:1558062204000:448.0:1.9:10.048922
1558062203338;010D;38.0
1558062203568;010D;37.0
1558062203762;010D;38.0
1558062204002;010D;38.0
1558062204163;gps;43.55127666666667:-96.71283333333334:10.770795:1558062205000:448.0:1.9:10.529673
1558062204282;010D;38.0
1558062204609;010D;38.0
1558062204912;010D;38.0
1558062205134;gps;43.551271666666665:-96.71296499999998:10.625496:1558062206000:447.8:1.9:10.749459
1558062205256;010D;38.0
1558062205455;010D;38.0
1558062205665;010D;38.0
1558062205876;010D;38.0
1558062206151;010D;38.0
1558062206152;gps;43.551271666666665:-96.71310166666666:11.013888:1558062207000:447.8:2.0:10.974907
1558062206457;010D;39.0
1558062207046;010D;39.0
1558062207047;gps;43.55127000000001:-96.71324333333332:11.418339:1558062208000:447.8:2.0:10.949686
1558062207471;010D;40.0
1558062207651;010D;40.0
1558062207870;010D;40.0
1558062208045;010D;40.0
1558062208059;gps;43.55126833333334:-96.71338166666668:11.149744:1558062209000:447.6:2.0:10.939391
1558062208247;010D;40.0
1558062208503;010D;40.0
1558062208737;010D;40.0
1558062208950;010D;40.0
1558062209121;gps;43.551263333333324:-96.71352166666665:11.29621:1558062210000:447.5:2.0:10.668648
1558062209241;010D;40.0
1558062209497;010D;40.0
1558062209686;010D;40.0
1558062209947;010D;40.0
1558062210090;gps;43.551253333333335:-96.71366000000002:11.203523:1558062211000:447.1:2.0:10.667618
1558062210170;010D;40.0
1558062210359;010D;40.0
1558062210644;010D;40.0
1558062210826;010D;40.0
1558062211044;010D;40.0
1558062211200;gps;43.55124833333333:-96.71380166666668:11.430368:1558062212000:447.0:2.0:11.112338
1558062211279;010D;40.0
1558062211490;010D;40.0
1558062211791;010D;40.0
1558062211962;010D;40.0
1558062212108;gps;43.55124833333333:-96.713945:11.551155:1558062213000:446.7:2.0:11.403671
1558062212226;010D;41.0
1558062212494;010D;41.0
1558062212736;010D;41.0
1558062212936;010D;41.0
1558062213157;010D;41.0
1558062213158;gps;43.551251666666666:-96.71408666666666:11.422854:1558062214000:446.5:2.0:11.1993265
1558062213363;010D;41.0
1558062213616;010D;41.0
1558062213862;010D;42.0
1558062214101;010D;42.0
1558062214102;gps;43.55125666666666:-96.71423333333333:11.832854:1558062215000:446.5:1.9:11.909643
1558062214288;010D;42.0
1558062214496;010D;42.0
1558062214702;010D;42.0
1558062214962;010D;42.0
1558062215076;gps;43.551263333333324:-96.71438333333332:12.111124:1558062216000:446.6:1.9:11.891627
1558062215197;010D;42.0
1558062215406;010D;42.0
1558062215598;010D;42.0
1558062215843;010D;42.0
1558062216083;010D;42.0
1558062216084;gps;43.551264999999994:-96.71453666666666:12.358437:1558062217000:446.2:1.9:11.995087
1558062216263;010D;42.0
1558062216509;010D;42.0
1558062216679;010D;42.0
1558062216939;010D;42.0
1558062217069;gps;43.55126833333334:-96.71468666666667:12.094095:1558062218000:445.7:1.9:11.854053
1558062217217;010D;42.0
1558062217437;010D;42.0
1558062217963;010D;41.0
1558062218097;gps;43.551273333333334:-96.71483333333332:11.832851:1558062219000:445.1:1.9:11.827288
1558062218283;010D;41.0
1558062218558;010D;41.0
1558062218778;010D;41.0
1558062219067;010D;41.0
1558062219082;gps;43.55127666666667:-96.71498333333332:12.094094:1558062220000:444.7:1.9:11.730519
1558062219409;010D;41.0
1558062219637;010D;41.0
1558062219924;010D;41.0
1558062220044;gps;43.55128166666667:-96.71512833333333:11.698684:1558062221000:444.4:1.9:11.456687
1558062220337;010D;41.0
1558062220558;010D;41.0
1558062221017;010D;41.0
1558062221148;gps;43.55128500000001:-96.71527166666668:11.557094:1558062222000:444.1:1.9:11.452055
1558062221261;010D;41.0
1558062221508;010D;41.0
1558062221710;010D;41.0
1558062221966;010D;41.0
1558062222079;gps;43.55128500000001:-96.71541:11.148201:1558062223000:444.1:1.9:11.144251
1558062222237;010D;40.0
1558062222602;010D;40.0
1558062222897;010D;40.0
1558062223180;010D;40.0
1558062223185;gps;43.55128500000001:-96.71554499999999:10.87957:1558062224000:443.5:2.0:11.020718
1558062223411;010D;40.0
1558062223609;010D;40.0
1558062223866;010D;40.0
1558062224106;010D;39.0
1558062224126;gps;43.55128500000001:-96.71568166666665:11.0138855:1558062225000:443.4:2.0:10.893066
1558062224387;010D;39.0
1558062224668;010D;39.0
1558062224972;010D;39.0
1558062225151;gps;43.55128166666667:-96.71582166666667:11.288604:1558062226000:443.1:2.1:11.029983
1558062225273;010D;39.0
1558062225563;010D;40.0
1558062225834;010D;40.0
1558062226029;gps;43.55128166666667:-96.71596666666667:11.685465:1558062227000:442.9:2.1:11.27602
1558062226144;010D;40.0
1558062226535;010D;40.0
1558062226784;010D;40.0
1558062226996;010D;40.0
1558062227134;gps;43.55128333333334:-96.71610166666666:10.881148:1558062228000:442.8:2.1:11.104617
1558062227266;010D;40.0
1558062227538;010D;40.0
1558062227784;010D;41.0
1558062228127;010D;42.0
1558062228128;gps;43.55128666666666:-96.71624166666668:11.288604:1558062229000:442.4:2.0:11.267784
1558062228358;010D;42.0
1558062228621;010D;43.0
1558062228857;010D;43.0
1558062229120;010D;44.0
1558062229121;gps;43.55128666666666:-96.71638666666668:11.685464:1558062230000:441.9:1.9:11.849935
1558062229340;010D;44.0
1558062229530;010D;45.0
1558062229822;010D;45.0
1558062230019;010D;46.0
1558062230226;gps;43.55128666666666:-96.71654500000001:12.759989:1558062231000:441.6:2.0:12.339436
1558062230307;010D;46.0
1558062230609;010D;46.0
1558062231015;010D;47.0
1558062231077;gps;43.55129:-96.71670166666667:12.631112:1558062232000:441.1:2.0:12.647755
1558062231265;010D;47.0
1558062231659;010D;47.0
1558062231955;010D;47.0
1558062232104;gps;43.55129166666667:-96.71685833333335:12.627032:1558062233000:440.8:2.0:12.790333
1558062232241;010D;47.0
1558062232582;010D;47.0
1558062232761;010D;47.0
1558062233056;010D;47.0
1558062233058;gps;43.551298333333335:-96.71701833333333:12.915594:1558062234000:440.5:2.0:12.99931
1558062233257;010D;46.0
1558062233485;010D;46.0
1558062233757;010D;46.0
1558062234064;010D;45.0
1558062234180;gps;43.55130166666666:-96.71717500000001:12.63111:1558062235000:439.8:2.0:12.655476
1558062234327;010D;45.0
1558062234650;010D;45.0
1558062234901;010D;45.0
1558062235327;010D;45.0
1558062235328;gps;43.551305:-96.71733333333334:12.7653675:1558062236000:439.3:2.0:12.619445
1558062235551;010D;45.0
1558062235728;010D;45.0
1558062235966;010D;45.0
1558062236086;gps;43.551305:-96.71749166666665:12.759985:1558062237000:439.0:1.9:12.658049
1558062236239;010D;45.0
1558062236448;010D;45.0
1558062236777;010D;45.0
1558062237002;010D;45.0
1558062237080;gps;43.551298333333335:-96.71765166666667:12.915592:1558062238000:438.5:1.9:12.688417
1558062237307;010D;45.0
1558062237678;010D;45.0
1558062237926;010D;45.0
1558062238209;010D;45.0
1558062238221;gps;43.551296666666666:-96.71780500000001:12.358429:1558062239000:438.3:1.9:12.662682
1558062238480;010D;44.0
1558062238803;010D;44.0
1558062239020;010D;44.0
1558062239176;gps;43.55129333333333:-96.71796:12.496854:1558062240000:437.9:1.9:12.384216
1558062239268;010D;44.0
1558062239517;010D;44.0
1558062239725;010D;44.0
1558062239962;010D;44.0
1558062240090;gps;43.55129:-96.71811333333332:12.362598:1558062241000:437.5:1.9:12.364657
1558062240160;010D;44.0
1558062240404;010D;44.0
1558062240804;010D;44.0
1558062241108;010D;43.0
1558062241109;gps;43.55128666666666:-96.718265:12.228345:1558062242000:437.1:1.9:12.225682
1558062241490;010D;43.0
1558062241768;010D;43.0
1558062242114;010D;42.0
1558062242121;gps;43.55127833333333:-96.71842:12.525681:1558062243000:436.7:1.8:12.041411
1558062242359;010D;42.0
1558062242587;010D;42.0
1558062242890;010D;42.0
1558062243039;gps;43.551273333333334:-96.71857:12.1011915:1558062244000:436.1:1.8:11.824199
1558062243155;010D;43.0
1558062243554;010D;43.0
1558062243856;010D;44.0
1558062244131;010D;44.0
1558062244132;gps;43.55127000000001:-96.71871666666667:11.825592:1558062245000:435.6:1.9:11.854053
1558062244426;010D;44.0
1558062244960;010D;45.0
1558062245090;gps;43.551264999999994:-96.71886666666666:12.101192:1558062246000:435.2:1.9:12.363113
1558062245216;010D;45.0
1558062245695;010D;45.0
1558062245985;010D;45.0
1558062246224;gps;43.551264999999994:-96.71902166666665:12.491362:1558062247000:435.0:1.9:12.569517
1558062246372;010D;45.0
1558062246559;010D;45.0
1558062246770;010D;45.0
1558062246959;010D;45.0
1558062247060;gps;43.551264999999994:-96.71917499999999:12.357046:1558062248000:434.5:1.9:12.555619
1558062247177;010D;45.0
1558062247364;010D;45.0
1558062247634;010D;45.0
1558062247987;010D;44.0
1558062248090;gps;43.551264999999994:-96.71932833333334:12.357046:1558062249000:433.9:1.9:12.293111
1558062248190;010D;43.0
1558062248403;010D;42.0
1558062248757;010D;40.0
1558062248985;010D;38.0
1558062249167;gps;43.55126666666667:-96.71946666666666:11.149745:1558062250000:433.6:1.9:11.239989
1558062249269;010D;36.0
1558062249495;010D;35.0
1558062249698;010D;33.0
1558062249902;010D;32.0
1558062250034;gps;43.55126666666667:-96.719595:10.34231:1558062251000:433.1:1.9:9.880093
1558062250146;010D;30.0
1558062250346;010D;28.0
1558062250659;010D;27.0
1558062250885;010D;24.0
1558062251143;gps;43.55126666666667:-96.71970000000002:8.46189:1558062252000:432.7:1.9:8.483652
1558062251158;010D;22.0
1558062251444;010D;20.0
1558062251764;010D;17.0
1558062251965;010D;15.0
1558062252046;gps;43.55126666666667:-96.719775:6.044207:1558062253000:432.4:1.9:5.7340055
1558062252160;010D;13.0
1558062252382;010D;12.0
1558062252658;010D;10.0
1558062252976;010D;9.0
1558062253080;gps;43.551263333333324:-96.71982166666666:3.7790608:1558062254000:432.0:1.9:4.1069684
1558062253208;010D;9.0
1558062253455;010D;9.0
1558062253816;010D;9.0
1558062254089;gps;43.55126166666667:-96.71984333333333:1.7559117:1558062255000:431.5:1.9:2.7692056
1558062254295;010D;9.0
1558062254571;010D;10.0
1558062254845;010D;10.0
1558062255105;gps;43.551264999999994:-96.71986666666665:1.9166014:1558062256000:431.7:1.9:2.6636875
1558062255127;010D;11.0
1558062255486;010D;13.0
1558062255743;010D;14.0
1558062256026;010D;15.0
1558062256083;gps;43.55128:-96.71989166666665:2.6155553:1558062257000:431.5:1.8:3.0821567
1558062256266;010D;16.0
1558062256484;010D;17.0
1558062256829;010D;18.0
1558062257063;010D;20.0
1558062257064;gps;43.551308333333324:-96.719915:3.6690285:1558062258000:431.3:1.8:4.089983
1558062257414;010D;22.0
1558062257705;010D;24.0
1558062258010;010D;27.0
1558062258219;010D;28.0
1558062258230;gps;43.55135833333334:-96.71992333333334:5.6001606:1558062259000:431.1:1.8:5.5507646
1558062258695;010D;30.0
1558062259240;010D;33.0
1558062259246;gps;43.551429999999996:-96.71992333333334:7.96897:1558062260000:430.6:1.8:7.795468
1558062259555;010D;35.0
1558062259764;010D;36.0
1558062260050;010D;37.0
1558062260052;gps;43.551523333333336:-96.71992166666665:10.379063:1558062261000:430.6:1.8:9.800311
1558062260340;010D;39.0
1558062260608;010D;40.0
1558062261002;010D;41.0
1558062261139;gps;43.551633333333335:-96.719915:12.243236:1558062262000:430.5:1.8:11.506101
1558062261261;010D;42.0
1558062261540;010D;42.0
1558062261848;010D;43.0
1558062262145;010D;44.0
1558062262145;gps;43.55175166666666:-96.719915:13.158067:1558062263000:430.4:1.8:12.576208
1558062262469;010D;45.0
1558062262687;010D;45.0
1558062263103;010D;46.0
1558062263104;gps;43.55187166666666:-96.71991666666666:13.344068:1558062264000:430.3:1.7:13.070341
1558062263312;010D;47.0
1558062263684;010D;48.0
1558062264083;010D;48.0
1558062264100;gps;43.551996666666675:-96.71991833333335:13.900015:1558062265000:430.7:1.8:13.646831
1558062264594;010D;49.0
1558062264924;010D;50.0
1558062265046;gps;43.552130000000005:-96.71992166666665:14.8284235:1558062266000:430.9:1.8:14.4832535
1558062265145;010D;50.0
1558062265408;010D;51.0
1558062265707;010D;51.0
1558062265978;010D;51.0
1558062266148;gps;43.552265000000006:-96.71992333333334:15.011916:1558062267000:431.1:1.7:14.667524
1558062266268;010D;52.0
1558062266498;010D;52.0
1558062266771;010D;52.0
1558062267036;010D;52.0
1558062267244;gps;43.552400000000006:-96.71992333333334:15.011315:1558062268000:431.4:1.7:14.866207
1558062267348;010D;52.0
1558062267679;010D;52.0
1558062267976;010D;52.0
1558062268122;gps;43.55253833333333:-96.719925:15.382551:1558062269000:431.3:1.7:14.764292
1558062268296;010D;52.0
1558062268672;010D;52.0
1558062268890;010D;51.0
1558062269109;010D;51.0
1558062269110;gps;43.55267333333333:-96.71992666666665:15.011916:1558062270000:431.2:1.7:15.105553
1558062269422;010D;51.0
1558062269768;010D;51.0
1558062270021;010D;51.0
1558062270027;gps;43.552805000000006:-96.71992833333334:14.641281:1558062271000:430.8:1.7:14.262438
1558062270289;010D;51.0
1558062270618;010D;51.0
1558062270944;010D;51.0
1558062271080;gps;43.55293333333334:-96.71992999999999:14.270648:1558062272000:430.8:1.7:14.162067
1558062271180;010D;51.0
1558062271416;010D;51.0
1558062271668;010D;51.0
1558062272005;010D;51.0
1558062272147;gps;43.553065:-96.71993666666667:14.650519:1558062273000:431.4:1.7:14.37053
1558062272235;010D;51.0
1558062272539;010D;51.0
1558062272750;010D;51.0
1558062272981;010D;51.0
1558062273137;gps;43.55319333333333:-96.71993833333333:14.270648:1558062274000:430.9:1.6:14.265012
1558062273244;010D;51.0
1558062273574;010D;50.0
1558062273862;010D;50.0
1558062274132;010D;50.0
1558062274142;gps;43.55332333333334:-96.71993833333333:14.45534:1558062275000:430.5:1.6:14.281998
1558062274436;010D;50.0
1558062274790;010D;50.0
1558062275060;010D;50.0
1558062275064;gps;43.553450000000005:-96.71993833333333:14.084691:1558062276000:429.9:1.6:14.105963
1558062275339;010D;51.0
1558062275531;010D;51.0
1558062275875;010D;51.0
1558062276137;010D;51.0
1558062276139;gps;43.55357666666667:-96.71993666666667:14.085331:1558062277000:429.4:1.6:14.087433
1558062276346;010D;51.0
1558062276776;010D;51.0
1558062277028;010D;51.0
1558062277200;gps;43.55370166666667:-96.71993333333333:13.901961:1558062278000:428.9:1.7:14.100301
1558062277439;010D;51.0
1558062277623;010D;51.0
1558062277996;010D;51.0
1558062278098;gps;43.55382833333333:-96.71992833333334:14.090453:1558062279000:427.9:1.7:14.063241
1558062278296;010D;51.0
1558062278587;010D;51.0
1558062278840;010D;50.0
1558062279071;gps;43.553953333333325:-96.719925:13.901961:1558062280000:426.1:1.7:13.900074
1558062279077;010D;50.0
1558062279318;010D;50.0
1558062279554;010D;50.0
1558062279906;010D;51.0
1558062280097;gps;43.55407666666667:-96.71992333333334:13.714699:1558062281000:425.9:1.7:13.93456
1558062280117;010D;51.0
1558062280380;010D;51.0
1558062280667;010D;51.0
1558062281055;010D;51.0
1558062281274;gps;43.554201666666664:-96.71992333333334:13.899365:1558062282000:425.8:1.8:14.040078
1558062281408;010D;51.0
1558062281679;010D;52.0
1558062282050;010D;52.0
1558062282148;gps;43.554326666666675:-96.71992333333334:13.899365:1558062283000:426.4:1.8:14.20376
1558062282271;010D;52.0
1558062282506;010D;52.0
1558062282643;010D;52.0
1558062282847;010D;52.0
1558062283100;010D;51.0
1558062283231;gps;43.55444666666667:-96.71991833333335:13.349473:1558062284000:423.9:1.8:14.095154
1558062283321;010D;51.0
1558062283534;010D;51.0
1558062283702;010D;51.0
1558062283902;010D;51.0
1558062284114;gps;43.55457166666667:-96.71991833333335:13.899365:1558062285000:422.6:1.8:14.294351
1558062284123;010D;50.0
1558062284306;010D;50.0
1558062284518;010D;50.0
1558062284791;010D;50.0
1558062285049;010D;49.0
1558062285282;010D;49.0
1558062285382;gps;43.554696666666665:-96.71992:13.900015:1558062286000:421.8:1.8:14.260379
1558062285485;010D;49.0
1558062285699;010D;49.0
1558062285908;010D;48.0
1558062286164;gps;43.55482666666667:-96.71992999999999:14.477785:1558062287000:423.7:1.7:13.589181
1558062286178;010D;48.0
1558062286449;010D;47.0
1558062286598;010D;47.0
1558062286824;010D;47.0
1558062287078;010D;47.0
1558062287183;gps;43.55495333333333:-96.71993499999999:14.090453:1558062288000:425.0:1.7:12.991075
1558062287310;010D;46.0
1558062287549;010D;46.0
1558062287847;010D;46.0
1558062288148;gps;43.55507166666666:-96.71993499999999:13.158067:1558062289000:425.7:1.7:12.624077
1558062288177;010D;45.0
1558062288396;010D;45.0
1558062288647;010D;44.0
1558062288896;010D;44.0
1558062289079;gps;43.55518666666667:-96.71993666666667:12.788122:1558062290000:425.8:1.6:12.290537
1558062289084;010D;44.0
1558062289467;010D;44.0
1558062289674;010D;44.0
1558062289959;010D;43.0
1558062290036;gps;43.5553:-96.71993833333333:12.602807:1558062291000:425.8:1.6:12.324509
1558062290157;010D;42.0
1558062290381;010D;41.0
1558062290613;010D;40.0
1558062290836;010D;38.0
1558062291075;gps;43.555405:-96.71994000000001:11.67624:1558062292000:426.0:1.6:11.034101
1558062291080;010D;37.0
1558062291324;010D;36.0
1558062291498;010D;36.0
1558062291781;010D;36.0
1558062291998;010D;35.0
1558062292115;gps;43.555498333333325:-96.71994500000001:10.386012:1558062293000:425.9:1.6:9.994876
1558062292208;010D;35.0
1558062292468;010D;35.0
1558062292754;010D;36.0
1558062292940;010D;37.0
1558062293098;gps;43.55558666666668:-96.71994500000001:9.822219:1558062294000:424.4:1.6:9.97789
1558062293209;010D;37.0
1558062293587;010D;39.0
1558062293978;010D;40.0
1558062294088;gps;43.55568:-96.71994500000001:10.378193:1558062295000:423.5:1.6:10.83027
1558062294204;010D;41.0
1558062294430;010D;42.0
1558062294604;010D;42.0
1558062294821;010D;42.0
1558062295066;gps;43.555785:-96.71994333333332:11.67624:1558062296000:422.9:1.6:12.046044
1558062295085;010D;42.0
1558062295294;010D;42.0
1558062295584;010D;42.0
1558062295939;010D;41.0
1558062296185;gps;43.55589166666667:-96.71994166666667:11.861552:1558062297000:422.1:1.6:12.062515
1558062296188;010D;40.0
1558062296501;010D;39.0
1558062296700;010D;38.0
1558062296909;010D;37.0
1558062297160;gps;43.55599:-96.71993833333333:10.937467:1558062298000:420.8:1.6:10.792181
1558062297170;010D;36.0
1558062297444;010D;34.0
1558062297686;010D;32.0
1558062297921;010D;31.0
1558062298130;gps;43.55607833333333:-96.71993666666667:9.823136:1558062299000:420.0:1.6:9.147129
1558062298141;010D;30.0
1558062298478;010D;28.0
1558062298745;010D;26.0
1558062298963;010D;24.0
1558062299088;gps;43.556151666666665:-96.71993666666667:8.154295:1558062300000:419.9:1.6:7.2256703
1558062299220;010D;22.0
1558062299479;010D;21.0
1558062299755;010D;19.0
1558062299997;010D;17.0
1558062300267;010D;16.0
1558062300391;gps;43.55620333333333:-96.71993499999999:5.7466407:1558062301000:420.3:1.6:5.62334
1558062300528;010D;16.0
1558062300761;010D;15.0
1558062301062;010D;15.0
1558062301214;gps;43.556245000000004:-96.71994333333332:4.6815343:1558062302000:421.4:1.6:4.3293285
1558062301321;010D;15.0
1558062301684;010D;14.0
1558062301896;010D;14.0
1558062302267;gps;43.55627:-96.71996833333333:3.433101:1558062303000:421.9:1.6:3.3081198
1558062302270;010D;13.0
1558062302594;010D;13.0
1558062302907;010D;14.0
1558062303035;gps;43.556286666666665:-96.72000333333332:3.3747833:1558062304000:422.1:1.7:3.5943053
1558062303148;010D;13.0
1558062303430;010D;14.0
1558062303796;010D;15.0
1558062304117;gps;43.55629666666667:-96.72004999999999:3.921478:1558062305000:422.6:1.8:4.15947
1558062304121;010D;17.0
1558062304370;010D;18.0
1558062304657;010D;19.0
1558062305064;gps;43.55630166666666:-96.72010666666665:4.600075:1558062306000:422.8:1.8:5.0540576
1558062305083;010D;20.0
1558062305320;010D;21.0
1558062305631;010D;22.0
1558062305924;010D;22.0
1558062306029;gps;43.55629833333334:-96.72017833333332:5.7869754:1558062307000:422.7:1.8:6.0232797
1558062306177;010D;22.0
1558062306523;010D;22.0
1558062306756;010D;22.0
1558062307054;gps;43.556295:-96.72026166666667:6.7254467:1558062308000:422.7:1.8:6.4319687
1558062307060;010D;22.0
1558062307316;010D;22.0
1558062307568;010D;22.0
1558062307861;010D;22.0
1558062308126;gps;43.556288333333335:-96.720345:6.756018:1558062309000:422.7:1.9:6.440719
1558062308143;010D;22.0
1558062308313;010D;22.0
1558062308624;010D;21.0
1558062308827;010D;20.0
1558062309102;gps;43.55627666666666:-96.72043166666666:7.103301:1558062310000:423.0:1.8:6.0788693
1558062309120;010D;20.0
1558062309442;010D;20.0
1558062309704;010D;19.0
1558062309963;010D;19.0
1558062310071;gps;43.556265:-96.72050499999999:6.050119:1558062311000:423.0:1.8:5.5883393
1558062310172;010D;19.0
1558062310391;010D;18.0
1558062310760;010D;18.0
1558062311063;gps;43.556243333333335:-96.72057500000001:6.1337514:1558062312000:422.9:1.8:5.2429605
1558062311065;010D;18.0
1558062311317;010D;18.0
1558062311565;010D;18.0
1558062311854;010D;18.0
1558062312148;gps;43.55621833333333:-96.72063833333335:5.811557:1558062313000:422.0:1.7:5.1086183
1558062312166;010D;19.0
1558062312370;010D;20.0
1558062312611;010D;21.0
1558062312957;010D;22.0
1558062313149;gps;43.55618666666666:-96.72069666666667:5.8732367:1558062314000:421.5:1.7:5.900261
1558062313296;010D;24.0
1558062313681;010D;25.0
1558062314005;010D;26.0
1558062314045;gps;43.556149999999995:-96.720765:6.8516154:1558062315000:421.3:1.6:6.982722
1558062314219;010D;26.0
1558062314502;010D;26.0
1558062314763;010D;26.0
1558062314988;010D;26.0
1558062315121;gps;43.55611166666666:-96.72084333333332:7.6167035:1558062316000:421.1:1.6:7.6225214
1558062315395;010D;26.0
1558062315649;010D;25.0
1558062315884;010D;24.0
1558062316098;gps;43.55607833333333:-96.72092333333333:7.436213:1558062317000:419.9:1.6:7.212288
1558062316110;010D;24.0
1558062316326;010D;23.0
1558062316525;010D;23.0
1558062316743;010D;22.0
1558062316987;010D;21.0
1558062317119;gps;43.55605833333334:-96.72100166666665:6.692631:1558062318000:419.5:1.6:6.476235
1558062317260;010D;20.0
1558062317517;010D;20.0
1558062317702;010D;19.0
1558062317916;010D;19.0
1558062318077;gps;43.55604833333334:-96.72107499999998:6.0131273:1558062319000:419.3:1.6:5.7916546
1558062318275;010D;18.0
1558062318598;010D;16.0
1558062318880;010D;16.0
1558062319088;gps;43.556050000000006:-96.72113333333333:4.704329:1558062320000:418.8:1.7:4.5923514
1558062319093;010D;15.0
1558062319344;010D;15.0
1558062319564;010D;14.0
1558062319767;010D;13.0
1558062320017;010D;13.0
1558062320080;gps;43.55605666666667:-96.72117666666666:3.569749:1558062321000:418.5:1.8:3.7070293
1558062320296;010D;13.0
1558062320460;010D;13.0
1558062320730;010D;12.0
1558062320939;010D;12.0
1558062321095;gps;43.556065000000004:-96.721215:3.225004:1558062322000:418.1:1.8:3.4404032
1558062321237;010D;12.0
1558062321481;010D;12.0
1558062321799;010D;11.0
1558062322066;gps;43.55607333333334:-96.72124833333334:2.8414376:1558062323000:418.0:1.8:3.2365732
1558062322082;010D;11.0
1558062322323;010D;11.0
1558062322575;010D;10.0
1558062322899;010D;10.0
1558062323110;gps;43.55608166666666:-96.72128333333333:2.968723:1558062324000:417.8:1.8:2.6729524
1558062323130;010D;10.0
1558062323435;010D;10.0
1558062323641;010D;8.0
1558062323925;010D;8.0
1558062324156;gps;43.55609:-96.72130999999999:2.340153:1558062325000:417.5:1.8:2.377502
1558062324159;010D;7.0
1558062324576;010D;6.0
1558062324843;010D;5.0
