Timestamp,accelX(g),accelY(g),accelZ(g),accelUserX(g),accelUserY(g),accelUserZ(g),gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(m/s),TrueHeading,Alt(m), HorizontalAccuracy(m), VerticalAccuracy(m),ActivityType,ActivityConfidence,Pressure(kilopascals),RelativeAltitude(meters),magX(µT),magY(µT),magZ(µT),calMagX,calMagY,calMagZ
24-May-2019 18:08:42.637, 0.0061, 0.0164,-1.0151,-0.0082,-0.0004,-0.0077,-0.0150, 0.0318,-0.0107, 0.0024,-0.0141,-2.2321,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 18.1101, 19.1754,-279.1295, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:42.672, 0.0038, 0.0161,-1.0147,-0.0107, 0.0002,-0.0099,-0.0150, 0.0318,-0.0107, 0.0021,-0.0142,-2.2321,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 18.1101, 19.1754,-279.1295, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:42.711, 0.0024, 0.0156,-1.0138,-0.0124,-0.0008,-0.0130,-0.0171, 0.0308,-0.0086, 0.0019,-0.0142,-2.2321,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 16.5121, 20.7733,-279.2983, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:42.750,-0.0013, 0.0135,-1.0152, 0.0013, 0.0009,-0.0155,-0.0150, 0.0318,-0.0107, 0.0022,-0.0142,-2.2321,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 17.5774, 19.3529,-279.2983, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:42.787,-0.0014, 0.0125,-1.0120,-0.0100,-0.0023,-0.0137,-0.0160, 0.0339,-0.0096, 0.0021,-0.0141,-2.2321,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 16.8672, 20.7733,-280.9859, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:42.832,-0.0011, 0.0130,-1.0102,-0.0079,-0.0011,-0.0149,-0.0171, 0.0339,-0.0096, 0.0021,-0.0140,-2.2321,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 15.4468, 18.9978,-279.6358, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:42.873,-0.0038, 0.0168,-1.0117,-0.0058,-0.0027,-0.0133,-0.0150, 0.0318,-0.0107, 0.0023,-0.0141,-2.2321,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 17.5774, 20.0631,-277.2732, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:42.905,-0.0047, 0.0146,-1.0116,-0.0055, 0.0013,-0.0118,-0.0139, 0.0318,-0.0118, 0.0022,-0.0142,-2.2322,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 17.5774, 20.4182,-279.6358, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:42.943,-0.0027, 0.0134,-1.0132,-0.0040, 0.0007,-0.0128,-0.0182, 0.0329,-0.0107, 0.0022,-0.0142,-2.2322,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 18.1101, 19.1754,-279.8046, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:42.981,-0.0083, 0.0137,-1.0117,-0.0046, 0.0017,-0.0156,-0.0150, 0.0329,-0.0096, 0.0021,-0.0143,-2.2322,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6448,-10.8890, 17.0448, 19.8856,-277.4419, 0.0000, 0.0000, 0.0000
